month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,source,remaining_lease,remaining_lease_years,remaining_lease_months,remaining_lease_computed,failure_reason,rid
2016-04-01,ANG MO KIO,2 ROOM,323,ANG MO KIO AVE 3,10 TO 12,44.0,Improved,1977,260000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,id_duplicate,S3232504A
2016-04-01,ANG MO KIO,2 ROOM,323,ANG MO KIO AVE 3,07 TO 09,44.0,Improved,1977,250000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,id_duplicate,S3232504A
2016-04-01,ANG MO KIO,3 ROOM,403,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,295000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,id_duplicate,S4033204A
2016-04-01,ANG MO KIO,3 ROOM,301,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1978,348000.0,Jan2015-Dec2016 (Registration),60.0,50,6,50 years 06 months,id_duplicate,S3013204A
2016-04-01,ANG MO KIO,3 ROOM,523,ANG MO KIO AVE 5,13 TO 15,68.0,New Generation,1980,330000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,id_duplicate,S5233204A
2016-04-01,BEDOK,5 ROOM,553,BEDOK NTH AVE 1,07 TO 09,121.0,Improved,1980,515000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,id_duplicate,S5535204B
2016-04-01,BEDOK,5 ROOM,101,BEDOK RESERVOIR RD,07 TO 09,127.0,Improved,1985,470000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S1015204B
2016-04-01,BEDOK,5 ROOM,101,BEDOK RESERVOIR RD,07 TO 09,123.0,Improved,1985,470000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S1015204B
2016-04-01,BEDOK,5 ROOM,112,BEDOK RESERVOIR RD,13 TO 15,121.0,Improved,1985,450000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S1125204B
2016-04-01,BEDOK,4 ROOM,27,CHAI CHEE RD,01 TO 03,104.0,Model A,1993,471888.0,Jan2015-Dec2016 (Registration),76.0,65,6,65 years 06 months,id_duplicate,S0274004B
2016-04-01,BEDOK,3 ROOM,418,BEDOK NTH AVE 2,07 TO 09,67.0,New Generation,1978,330000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S4183004B
2016-04-01,BEDOK,3 ROOM,409,BEDOK NTH AVE 2,04 TO 06,68.0,New Generation,1980,321000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,id_duplicate,S4093004B
2016-04-01,BEDOK,3 ROOM,425,BEDOK NTH RD,01 TO 03,67.0,New Generation,1979,316000.0,Jan2015-Dec2016 (Registration),61.0,51,6,51 years 06 months,id_duplicate,S4253004B
2016-04-01,BEDOK,3 ROOM,107,BEDOK NTH RD,07 TO 09,67.0,New Generation,1977,315000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,id_duplicate,S1073004B
2016-04-01,BEDOK,3 ROOM,117,BEDOK RESERVOIR RD,04 TO 06,70.0,New Generation,1985,300000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S1173004B
2016-04-01,BEDOK,3 ROOM,529,BEDOK NTH ST 3,01 TO 03,68.0,New Generation,1979,300000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,id_duplicate,S5293004B
2016-04-01,BEDOK,4 ROOM,131,BEDOK RESERVOIR RD,01 TO 03,83.0,Simplified,1987,345000.0,Jan2015-Dec2016 (Registration),69.0,59,6,59 years 06 months,id_duplicate,S1314004B
2016-04-01,BEDOK,4 ROOM,63,NEW UPP CHANGI RD,04 TO 06,92.0,New Generation,1978,399800.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S0634004B
2016-04-01,BEDOK,4 ROOM,123,BEDOK RESERVOIR RD,04 TO 06,103.0,Model A,1987,390000.0,Jan2015-Dec2016 (Registration),70.0,59,6,59 years 06 months,id_duplicate,S1234004B
2016-04-01,BEDOK,4 ROOM,36,BEDOK STH AVE 2,13 TO 15,84.0,Improved,1977,388000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,id_duplicate,S0364004B
2016-04-01,BEDOK,4 ROOM,107,BEDOK NTH RD,01 TO 03,91.0,New Generation,1977,376000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,id_duplicate,S1074004B
2016-04-01,BEDOK,4 ROOM,36,BEDOK STH AVE 2,10 TO 12,84.0,Improved,1977,360000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,id_duplicate,S0364004B
2016-04-01,BEDOK,4 ROOM,36,BEDOK STH AVE 2,01 TO 03,84.0,Improved,1977,330000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,id_duplicate,S0364004B
2016-04-01,CHOA CHU KANG,4 ROOM,281,CHOA CHU KANG AVE 3,04 TO 06,106.0,Model A,1992,328000.0,Jan2015-Dec2016 (Registration),75.0,64,6,64 years 06 months,id_duplicate,S2813604C
2016-04-01,JURONG WEST,3 ROOM,186,BOON LAY AVE,13 TO 15,59.0,Improved,1975,268000.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,id_duplicate,S1862804J
2016-04-01,JURONG WEST,3 ROOM,186,BOON LAY AVE,10 TO 12,59.0,Improved,1975,255000.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,id_duplicate,S1862804J
2016-04-01,JURONG WEST,3 ROOM,208,BOON LAY PL,07 TO 09,65.0,Improved,1976,245000.0,Jan2015-Dec2016 (Registration),59.0,48,6,48 years 06 months,id_duplicate,S2082804J
2016-04-01,JURONG WEST,3 ROOM,111,HO CHING RD,04 TO 06,68.0,Improved,1970,240000.0,Jan2015-Dec2016 (Registration),53.0,42,6,42 years 06 months,id_duplicate,S1112804J
2016-04-01,JURONG WEST,3 ROOM,185,BOON LAY AVE,19 TO 21,59.0,Improved,1975,272000.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,id_duplicate,S1852804J
2016-04-01,JURONG WEST,4 ROOM,727,JURONG WEST AVE 5,04 TO 06,104.0,Model A,1989,350000.0,Jan2015-Dec2016 (Registration),72.0,61,6,61 years 06 months,id_duplicate,S7273804J
2016-04-01,JURONG WEST,4 ROOM,271D,JURONG WEST ST 24,04 TO 06,94.0,Premium Apartment,2003,348000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,id_duplicate,S2713804J
2016-04-01,JURONG WEST,4 ROOM,678C,JURONG WEST ST 64,01 TO 03,92.0,Premium Apartment,2008,345000.0,Jan2015-Dec2016 (Registration),91.0,80,6,80 years 06 months,id_duplicate,S6783804J
2016-04-01,JURONG WEST,3 ROOM,514,JURONG WEST ST 52,07 TO 09,74.0,Model A,1984,330000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,id_duplicate,S5142804J
2016-04-01,JURONG WEST,3 ROOM,916,JURONG WEST ST 91,04 TO 06,73.0,Model A,1988,285000.0,Jan2015-Dec2016 (Registration),71.0,60,6,60 years 06 months,id_duplicate,S9162804J
2016-04-01,HOUGANG,EXECUTIVE,145,LOR AH SOO,04 TO 06,148.0,Maisonette,1984,673000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,id_duplicate,S1456404H
2016-04-01,HOUGANG,5 ROOM,953,HOUGANG AVE 9,07 TO 09,121.0,Improved,1999,480000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,id_duplicate,S9534804H
2016-04-01,HOUGANG,5 ROOM,984B,BUANGKOK LINK,04 TO 06,110.0,Improved,2004,415000.0,Jan2015-Dec2016 (Registration),86.0,76,6,76 years 06 months,id_duplicate,S9844804H
2016-04-01,JURONG EAST,3 ROOM,43,TEBAN GDNS RD,07 TO 09,68.0,New Generation,1985,265000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S0433004J
2016-04-01,JURONG EAST,3 ROOM,257,JURONG EAST ST 24,04 TO 06,67.0,New Generation,1983,315000.0,Jan2015-Dec2016 (Registration),65.0,55,6,55 years 06 months,id_duplicate,S2573004J
2016-04-01,JURONG EAST,3 ROOM,306,JURONG EAST ST 32,10 TO 12,68.0,New Generation,1983,296000.0,Jan2015-Dec2016 (Registration),66.0,55,6,55 years 06 months,id_duplicate,S3063004J
2016-04-01,JURONG EAST,3 ROOM,225A,JURONG EAST ST 21,01 TO 03,67.0,New Generation,1984,293000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,id_duplicate,S2253004J
2016-04-01,JURONG EAST,3 ROOM,306,JURONG EAST ST 32,04 TO 06,68.0,New Generation,1983,285000.0,Jan2015-Dec2016 (Registration),66.0,55,6,55 years 06 months,id_duplicate,S3063004J
2016-04-01,JURONG EAST,3 ROOM,264,JURONG EAST ST 24,01 TO 03,68.0,New Generation,1983,280000.0,Jan2015-Dec2016 (Registration),66.0,55,6,55 years 06 months,id_duplicate,S2643004J
2016-04-01,JURONG WEST,4 ROOM,466,JURONG WEST ST 41,04 TO 06,91.0,New Generation,1985,358000.0,Jan2015-Dec2016 (Registration),67.0,57,6,57 years 06 months,id_duplicate,S4663804J
2016-04-01,JURONG WEST,5 ROOM,662D,JURONG WEST ST 64,07 TO 09,110.0,Improved,2001,521000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S6624504J
2016-04-01,JURONG WEST,5 ROOM,650C,JURONG WEST ST 61,04 TO 06,110.0,Improved,2000,465000.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,id_duplicate,S6504504J
2016-04-01,JURONG WEST,5 ROOM,658A,JURONG WEST ST 65,04 TO 06,111.0,Improved,2001,450000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S6584504J
2016-04-01,JURONG WEST,5 ROOM,650A,JURONG WEST ST 61,04 TO 06,111.0,Improved,2000,448000.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,id_duplicate,S6504504J
2016-04-01,JURONG WEST,5 ROOM,181,YUNG SHENG RD,13 TO 15,116.0,Improved,2001,440000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S1814504J
2016-04-01,KALLANG/WHAMPOA,3 ROOM,77,LOR LIMAU,04 TO 06,59.0,Improved,1973,278000.0,Jan2015-Dec2016 (Registration),56.0,45,6,45 years 06 months,id_duplicate,S0773604K
2016-04-01,JURONG WEST,EXECUTIVE,333,KANG CHING RD,04 TO 06,139.0,Apartment,1997,640000.0,Jan2015-Dec2016 (Registration),79.0,69,6,69 years 06 months,id_duplicate,S3335404J
2016-04-01,JURONG WEST,5 ROOM,650B,JURONG WEST ST 61,01 TO 03,109.0,Improved,2000,439800.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,id_duplicate,S6504504J
2016-04-01,JURONG WEST,4 ROOM,651B,JURONG WEST ST 61,04 TO 06,91.0,Model A,2002,400000.0,Jan2015-Dec2016 (Registration),85.0,74,6,74 years 06 months,id_duplicate,S6513804J
2016-04-01,JURONG WEST,4 ROOM,651B,JURONG WEST ST 61,01 TO 03,90.0,Model A,2002,395000.0,Jan2015-Dec2016 (Registration),85.0,74,6,74 years 06 months,id_duplicate,S6513804J
2016-04-01,JURONG WEST,4 ROOM,667D,JURONG WEST ST 65,16 TO 18,90.0,Model A,2000,382000.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,id_duplicate,S6673804J
2016-04-01,JURONG WEST,4 ROOM,676A,JURONG WEST ST 64,04 TO 06,91.0,Premium Apartment,2008,380000.0,Jan2015-Dec2016 (Registration),91.0,80,6,80 years 06 months,id_duplicate,S6763804J
2016-04-01,JURONG WEST,4 ROOM,545,JURONG WEST ST 42,10 TO 12,104.0,Model A,1985,372500.0,Jan2015-Dec2016 (Registration),67.0,57,6,57 years 06 months,id_duplicate,S5453804J
2016-04-01,JURONG WEST,4 ROOM,837,JURONG WEST ST 81,04 TO 06,109.0,Model A,1993,360000.0,Jan2015-Dec2016 (Registration),76.0,65,6,65 years 06 months,id_duplicate,S8373804J
2016-04-01,JURONG WEST,5 ROOM,271C,JURONG WEST ST 24,04 TO 06,112.0,Premium Apartment,2003,392000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,id_duplicate,S2714504J
2016-04-01,JURONG WEST,5 ROOM,271A,JURONG WEST ST 24,13 TO 15,112.0,Premium Apartment,2003,390000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,id_duplicate,S2714504J
2016-04-01,CHOA CHU KANG,EXECUTIVE,458,CHOA CHU KANG AVE 4,01 TO 03,142.0,Premium Apartment,2000,520000.0,Jan2015-Dec2016 (Registration),82.0,72,6,72 years 06 months,id_duplicate,S4585604C
2016-04-01,CLEMENTI,3 ROOM,428,CLEMENTI AVE 3,04 TO 06,67.0,New Generation,1978,368000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S4283404C
2016-04-01,CLEMENTI,3 ROOM,428,CLEMENTI AVE 3,10 TO 12,67.0,New Generation,1978,353000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S4283404C
2016-04-01,CLEMENTI,3 ROOM,305,CLEMENTI AVE 4,04 TO 06,67.0,New Generation,1979,350000.0,Jan2015-Dec2016 (Registration),61.0,51,6,51 years 06 months,id_duplicate,S3053404C
2016-04-01,CLEMENTI,3 ROOM,611,CLEMENTI WEST ST 1,07 TO 09,74.0,Model A,1983,295000.0,Jan2015-Dec2016 (Registration),66.0,55,6,55 years 06 months,id_duplicate,S6113404C
2016-04-01,CHOA CHU KANG,4 ROOM,411,CHOA CHU KANG AVE 3,07 TO 09,103.0,Model A,1992,358000.0,Jan2015-Dec2016 (Registration),75.0,64,6,64 years 06 months,id_duplicate,S4113604C
2016-04-01,CHOA CHU KANG,4 ROOM,691A,CHOA CHU KANG CRES,07 TO 09,91.0,Model A,2003,350000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,id_duplicate,S6913604C
2016-04-01,CHOA CHU KANG,4 ROOM,485A,CHOA CHU KANG AVE 5,10 TO 12,101.0,Model A,1999,343000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,id_duplicate,S4853604C
2016-04-01,CHOA CHU KANG,4 ROOM,297A,CHOA CHU KANG AVE 2,07 TO 09,101.0,Premium Apartment,1999,342000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,id_duplicate,S2973604C
2016-04-01,CHOA CHU KANG,4 ROOM,412,CHOA CHU KANG AVE 3,04 TO 06,106.0,Model A,1992,340000.0,Jan2015-Dec2016 (Registration),75.0,64,6,64 years 06 months,id_duplicate,S4123604C
2016-04-01,CHOA CHU KANG,4 ROOM,687C,CHOA CHU KANG DR,07 TO 09,90.0,Model A,2003,335888.0,Jan2015-Dec2016 (Registration),85.0,75,6,75 years 06 months,id_duplicate,S6873604C
2016-04-01,CHOA CHU KANG,4 ROOM,289,CHOA CHU KANG AVE 3,04 TO 06,104.0,Model A,1993,334000.0,Jan2015-Dec2016 (Registration),76.0,65,6,65 years 06 months,id_duplicate,S2893604C
2016-04-01,CHOA CHU KANG,4 ROOM,692A,CHOA CHU KANG CRES,07 TO 09,90.0,Model A,2003,333000.0,Jan2015-Dec2016 (Registration),85.0,75,6,75 years 06 months,id_duplicate,S6923604C
2016-04-01,CHOA CHU KANG,4 ROOM,658,CHOA CHU KANG CRES,07 TO 09,104.0,Premium Apartment,1999,360000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,id_duplicate,S6583604C
2016-04-01,CHOA CHU KANG,4 ROOM,215,CHOA CHU KANG CTRL,04 TO 06,104.0,Model A,1990,360000.0,Jan2015-Dec2016 (Registration),72.0,62,6,62 years 06 months,id_duplicate,S2153604C
2016-04-01,CHOA CHU KANG,5 ROOM,484C,CHOA CHU KANG AVE 5,04 TO 06,115.0,Improved,1999,370000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,id_duplicate,S4844104C
2016-04-01,CHOA CHU KANG,4 ROOM,340,CHOA CHU KANG LOOP,10 TO 12,107.0,Model A,1993,430000.0,Jan2015-Dec2016 (Registration),76.0,65,6,65 years 06 months,id_duplicate,S3403604C
2016-04-01,CHOA CHU KANG,4 ROOM,340,CHOA CHU KANG LOOP,04 TO 06,107.0,Model A,1993,405000.0,Jan2015-Dec2016 (Registration),76.0,65,6,65 years 06 months,id_duplicate,S3403604C
2016-04-01,CHOA CHU KANG,4 ROOM,625,CHOA CHU KANG ST 62,04 TO 06,101.0,Model A,1997,398000.0,Jan2015-Dec2016 (Registration),80.0,69,6,69 years 06 months,id_duplicate,S6253604C
2016-04-01,CHOA CHU KANG,4 ROOM,670,CHOA CHU KANG CRES,10 TO 12,103.0,Premium Apartment,1999,375000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,id_duplicate,S6703604C
2016-04-01,CHOA CHU KANG,4 ROOM,620,CHOA CHU KANG ST 62,07 TO 09,108.0,Model A,1996,368880.0,Jan2015-Dec2016 (Registration),79.0,68,6,68 years 06 months,id_duplicate,S6203604C
2016-04-01,HOUGANG,4 ROOM,614,HOUGANG AVE 8,04 TO 06,84.0,Simplified,1986,325000.0,Jan2015-Dec2016 (Registration),68.0,58,6,58 years 06 months,id_duplicate,S6143804H
2016-04-01,HOUGANG,4 ROOM,405,HOUGANG AVE 10,10 TO 12,91.0,New Generation,1985,415000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S4053804H
2016-04-01,HOUGANG,4 ROOM,566,HOUGANG ST 51,04 TO 06,107.0,Model A,1992,368000.0,Jan2015-Dec2016 (Registration),75.0,64,6,64 years 06 months,id_duplicate,S5663804H
2016-04-01,CLEMENTI,4 ROOM,712,CLEMENTI WEST ST 2,07 TO 09,91.0,New Generation,1980,430000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,id_duplicate,S7124604C
2016-04-01,GEYLANG,3 ROOM,57,CIRCUIT RD,10 TO 12,56.0,Standard,1969,268000.0,Jan2015-Dec2016 (Registration),51.0,41,6,41 years 06 months,id_duplicate,S0573004G
2016-04-01,GEYLANG,4 ROOM,10,EUNOS CRES,07 TO 09,91.0,New Generation,1978,460000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S0105004G
2016-04-01,GEYLANG,4 ROOM,2B,GEYLANG SERAI,01 TO 03,93.0,Model A,2011,570000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,id_duplicate,S0025004G
2016-05-01,SEMBAWANG,4 ROOM,487,ADMIRALTY LINK,10 TO 12,96.0,Model A,2010,380000.0,Jan2015-Dec2016 (Registration),93.0,82,6,82 years 06 months,id_duplicate,S4873605S
2016-05-01,SEMBAWANG,4 ROOM,359,ADMIRALTY DR,07 TO 09,96.0,Premium Apartment,2001,385000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S3593605S
2016-05-01,SEMBAWANG,4 ROOM,359B,ADMIRALTY DR,07 TO 09,95.0,Premium Apartment,2001,388000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S3593605S
2016-05-01,SEMBAWANG,4 ROOM,317,SEMBAWANG VISTA,07 TO 09,103.0,Model A,1999,378000.0,Jan2015-Dec2016 (Registration),81.0,71,6,71 years 06 months,id_duplicate,S3173605S
2016-05-01,SEMBAWANG,4 ROOM,489,ADMIRALTY LINK,07 TO 09,94.0,Model A,2010,368000.0,Jan2015-Dec2016 (Registration),93.0,82,6,82 years 06 months,id_duplicate,S4893605S
2016-05-01,SEMBAWANG,4 ROOM,359B,ADMIRALTY DR,01 TO 03,95.0,Premium Apartment,2001,356000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S3593605S
2016-05-01,SEMBAWANG,4 ROOM,466D,SEMBAWANG DR,13 TO 15,90.0,Premium Apartment,2006,375000.0,Jan2015-Dec2016 (Registration),88.0,78,6,78 years 06 months,id_duplicate,S4663605S
2016-05-01,SEMBAWANG,5 ROOM,316,SEMBAWANG VISTA,01 TO 03,122.0,Improved,1999,390000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,id_duplicate,S3164105S
2016-05-01,SEMBAWANG,EXECUTIVE,359C,ADMIRALTY DR,07 TO 09,131.0,Premium Apartment,2001,466888.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S3594805S
2016-05-01,SEMBAWANG,EXECUTIVE,357B,ADMIRALTY DR,01 TO 03,131.0,Premium Apartment,2001,460000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S3574805S
2016-05-01,SEMBAWANG,5 ROOM,312,SEMBAWANG DR,07 TO 09,120.0,Improved,1999,430000.0,Jan2015-Dec2016 (Registration),81.0,71,6,71 years 06 months,id_duplicate,S3124105S
2016-05-01,SEMBAWANG,5 ROOM,413,SEMBAWANG DR,13 TO 15,110.0,Improved,2001,395500.0,Jan2015-Dec2016 (Registration),83.0,73,6,73 years 06 months,id_duplicate,S4134105S
2016-05-01,SEMBAWANG,4 ROOM,359C,ADMIRALTY DR,01 TO 03,94.0,Premium Apartment,2001,330000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S3593605S
2016-05-01,QUEENSTOWN,3 ROOM,19,GHIM MOH RD,10 TO 12,65.0,Improved,1977,380000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,id_duplicate,S0193905Q
2016-05-01,QUEENSTOWN,3 ROOM,8,HOLLAND AVE,07 TO 09,59.0,Improved,1974,370000.0,Jan2015-Dec2016 (Registration),57.0,46,6,46 years 06 months,id_duplicate,S0083905Q
2016-05-01,QUEENSTOWN,3 ROOM,11,HOLLAND DR,01 TO 03,65.0,Improved,1975,430000.0,Jan2015-Dec2016 (Registration),57.0,47,6,47 years 06 months,id_duplicate,S0113905Q
2016-05-01,QUEENSTOWN,2 ROOM,81,C'WEALTH CL,13 TO 15,46.0,Standard,1967,256000.0,Jan2015-Dec2016 (Registration),49.0,39,6,39 years 06 months,id_duplicate,S0812405Q
2016-05-01,PUNGGOL,EXECUTIVE,111,EDGEFIELD PLAINS,04 TO 06,130.0,Premium Apartment,2003,535000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,id_duplicate,S1115405P
2016-05-01,QUEENSTOWN,3 ROOM,11,HOLLAND DR,16 TO 18,65.0,Improved,1975,435000.0,Jan2015-Dec2016 (Registration),57.0,47,6,47 years 06 months,id_duplicate,S0113905Q
2016-05-01,QUEENSTOWN,4 ROOM,56,STRATHMORE AVE,13 TO 15,85.0,Model A,2002,660000.0,Jan2015-Dec2016 (Registration),85.0,74,6,74 years 06 months,id_duplicate,S0566405Q
2016-05-01,QUEENSTOWN,4 ROOM,182,STIRLING RD,01 TO 03,95.0,Model A,2000,600000.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,id_duplicate,S1826405Q
2016-05-01,SEMBAWANG,4 ROOM,510A,WELLINGTON CIRCLE,04 TO 06,90.0,Model A,2004,340000.0,Jan2015-Dec2016 (Registration),87.0,76,6,76 years 06 months,id_duplicate,S5103605S
2016-05-01,SENGKANG,5 ROOM,188A,RIVERVALE DR,13 TO 15,115.0,Improved,2000,412000.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,id_duplicate,S1884505S
2016-05-01,SENGKANG,5 ROOM,121A,RIVERVALE DR,04 TO 06,110.0,Improved,2000,405000.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,id_duplicate,S1214505S
2016-05-01,SENGKANG,5 ROOM,317C,ANCHORVALE RD,04 TO 06,110.0,Premium Apartment,2003,400000.0,Jan2015-Dec2016 (Registration),85.0,75,6,75 years 06 months,id_duplicate,S3174505S
2016-05-01,SENGKANG,5 ROOM,157B,RIVERVALE CRES,04 TO 06,110.0,Premium Apartment,2003,400000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,id_duplicate,S1574505S
2016-05-01,SENGKANG,4 ROOM,273C,COMPASSVALE LINK,16 TO 18,90.0,Premium Apartment,2009,550000.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,id_duplicate,S2734205S
2016-05-01,SENGKANG,4 ROOM,275D,COMPASSVALE LINK,13 TO 15,90.0,Premium Apartment,2009,545500.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,id_duplicate,S2754205S
2016-05-01,SENGKANG,5 ROOM,304A,ANCHORVALE LINK,13 TO 15,110.0,Improved,2002,415000.0,Jan2015-Dec2016 (Registration),84.0,74,6,74 years 06 months,id_duplicate,S3044505S
2016-05-01,SENGKANG,4 ROOM,275A,COMPASSVALE LINK,07 TO 09,92.0,Premium Apartment,2009,525000.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,id_duplicate,S2754205S
2016-05-01,SENGKANG,4 ROOM,436C,FERNVALE RD,10 TO 12,96.0,Model A,2010,450000.0,Jan2015-Dec2016 (Registration),92.0,82,6,82 years 06 months,id_duplicate,S4364205S
2016-05-01,SENGKANG,4 ROOM,275A,COMPASSVALE LINK,04 TO 06,90.0,Premium Apartment,2009,520000.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,id_duplicate,S2754205S
2016-05-01,SENGKANG,5 ROOM,204A,COMPASSVALE DR,10 TO 12,110.0,Improved,2000,498000.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,id_duplicate,S2044505S
2016-05-01,SENGKANG,5 ROOM,299A,COMPASSVALE ST,16 TO 18,114.0,Premium Apartment,2001,460000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S2994505S
2016-05-01,SENGKANG,5 ROOM,260B,SENGKANG EAST WAY,04 TO 06,110.0,Improved,2001,455000.0,Jan2015-Dec2016 (Registration),83.0,73,6,73 years 06 months,id_duplicate,S2604505S
2016-05-01,SENGKANG,5 ROOM,301A,ANCHORVALE DR,04 TO 06,110.0,Improved,2001,433000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,id_duplicate,S3014505S
2016-05-01,SENGKANG,4 ROOM,410C,FERNVALE RD,13 TO 15,95.0,Premium Apartment,2012,440000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,id_duplicate,S4104205S
2016-05-01,SENGKANG,4 ROOM,441D,FERNVALE RD,04 TO 06,93.0,Model A,2012,380000.0,Jan2015-Dec2016 (Registration),94.0,84,6,84 years 06 months,id_duplicate,S4414205S
2016-05-01,SENGKANG,4 ROOM,403A,FERNVALE LANE,10 TO 12,94.0,Premium Apartment,2004,368000.0,Jan2015-Dec2016 (Registration),86.0,76,6,76 years 06 months,id_duplicate,S4034205S
2016-05-01,SENGKANG,4 ROOM,314D,ANCHORVALE LINK,01 TO 03,92.0,Premium Apartment,2003,348000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,id_duplicate,S3144205S
2016-05-01,SENGKANG,4 ROOM,183C,RIVERVALE CRES,07 TO 09,90.0,Model A,2003,342000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,id_duplicate,S1834205S
