month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,source,remaining_lease,remaining_lease_years,remaining_lease_months,remaining_lease_computed,failure_reason,rid
2015-05-01,CLEMENTI,EXECUTIVE,102,CLEMENTI ST 14,01 TO 03,152.0,Maisonette,1984,890000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,anomaly,
2015-05-01,CLEMENTI,EXECUTIVE,110,CLEMENTI ST 13,01 TO 03,151.0,Maisonette,1984,830000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,anomaly,
2015-05-01,CLEMENTI,5 ROOM,114,CLEMENTI ST 13,07 TO 09,142.0,Model A-Maisonette,1984,850000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,anomaly,
2015-05-01,GEYLANG,3 ROOM,36,EUNOS CRES,13 TO 15,60.0,Model A,2006,428888.0,Jan2015-Dec2016 (Registration),90.0,78,6,78 years 06 months,anomaly,
2015-05-01,GEYLANG,EXECUTIVE,846,SIMS AVE,07 TO 09,149.0,Maisonette,1985,758888.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,anomaly,
2015-05-01,GEYLANG,EXECUTIVE,130,GEYLANG EAST AVE 1,01 TO 03,155.0,Maisonette,1987,725000.0,Jan2015-Dec2016 (Registration),71.0,59,6,59 years 06 months,anomaly,
2015-05-01,GEYLANG,5 ROOM,60,DAKOTA CRES,01 TO 03,140.0,Model A-Maisonette,1983,818000.0,Jan2015-Dec2016 (Registration),67.0,55,6,55 years 06 months,anomaly,
2015-05-01,GEYLANG,4 ROOM,43,JLN TIGA,19 TO 21,93.0,Model A,2005,730888.0,Jan2015-Dec2016 (Registration),88.0,77,6,77 years 06 months,anomaly,
2015-05-01,GEYLANG,3 ROOM,31,EUNOS CRES,19 TO 21,60.0,Model A,2007,440000.0,Jan2015-Dec2016 (Registration),90.0,79,6,79 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,5 ROOM,50,STRATHMORE AVE,19 TO 21,110.0,Improved,2006,830000.0,Jan2015-Dec2016 (Registration),90.0,78,6,78 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,5 ROOM,13,DOVER CL EAST,10 TO 12,117.0,Standard,1978,845000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,5 ROOM,7,C'WEALTH AVE,10 TO 12,136.0,Model A,1996,888000.0,Jan2015-Dec2016 (Registration),80.0,68,6,68 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,5 ROOM,62A,STRATHMORE AVE,04 TO 06,117.0,Improved,2011,890000.0,Jan2015-Dec2016 (Registration),95.0,83,6,83 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,5 ROOM,30,HOLLAND CL,01 TO 03,125.0,Improved,1997,770000.0,Jan2015-Dec2016 (Registration),81.0,69,6,69 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,5 ROOM,45,HOLLAND DR,01 TO 03,136.0,Adjoined Flat,1975,893888.0,Jan2015-Dec2016 (Registration),59.0,47,6,47 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,5 ROOM,146,MEI LING ST,19 TO 21,133.0,Model A,1995,950000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,5 ROOM,18D,HOLLAND DR,16 TO 18,117.0,Improved,2012,865000.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,4 ROOM,28B,DOVER CRES,37 TO 39,95.0,Model A,2012,750000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,3 ROOM,18B,HOLLAND DR,25 TO 27,67.0,Model A,2012,578888.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,anomaly,
2015-06-01,QUEENSTOWN,4 ROOM,91,TANGLIN HALT RD,28 TO 30,90.0,Model A,2008,780000.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,anomaly,
2015-06-01,KALLANG/WHAMPOA,3 ROOM,50,JLN BAHAGIA,01 TO 03,88.0,Terrace,1972,838000.0,Jan2015-Dec2016 (Registration),56.0,44,6,44 years 06 months,anomaly,
2015-06-01,KALLANG/WHAMPOA,3 ROOM,60,JLN BAHAGIA,01 TO 03,241.0,Terrace,1972,958000.0,Jan2015-Dec2016 (Registration),56.0,44,6,44 years 06 months,anomaly,
2015-06-01,KALLANG/WHAMPOA,5 ROOM,13,FARRER PK RD,04 TO 06,109.0,Improved,2004,740000.0,Jan2015-Dec2016 (Registration),88.0,76,6,76 years 06 months,anomaly,
2015-06-01,KALLANG/WHAMPOA,5 ROOM,13,FARRER PK RD,13 TO 15,110.0,Improved,2004,728000.0,Jan2015-Dec2016 (Registration),88.0,76,6,76 years 06 months,anomaly,
2015-06-01,KALLANG/WHAMPOA,4 ROOM,38B,BENDEMEER RD,22 TO 24,92.0,Model A,2012,728000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,anomaly,
2015-06-01,KALLANG/WHAMPOA,5 ROOM,2B,UPP BOON KENG RD,10 TO 12,110.0,Improved,2006,792000.0,Jan2015-Dec2016 (Registration),90.0,78,6,78 years 06 months,anomaly,
2015-06-01,KALLANG/WHAMPOA,5 ROOM,104,TOWNER RD,10 TO 12,137.0,Model A-Maisonette,1983,830000.0,Jan2015-Dec2016 (Registration),66.0,55,6,55 years 06 months,anomaly,
2015-06-01,MARINE PARADE,5 ROOM,13,MARINE TER,04 TO 06,128.0,Standard,1975,733888.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,anomaly,
2015-06-01,KALLANG/WHAMPOA,EXECUTIVE,105,JLN RAJAH,04 TO 06,157.0,Maisonette,1984,780000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,anomaly,
2015-06-01,WOODLANDS,4 ROOM,669,WOODLANDS RING RD,10 TO 12,85.0,Model A2,2000,386000.0,Jan2015-Dec2016 (Registration),84.0,72,6,72 years 06 months,anomaly,
2015-06-01,TOA PAYOH,5 ROOM,62,LOR 4 TOA PAYOH,07 TO 09,120.0,Improved,1999,760000.0,Jan2015-Dec2016 (Registration),83.0,71,6,71 years 06 months,anomaly,
2015-06-01,WOODLANDS,EXECUTIVE,805,WOODLANDS ST 81,04 TO 06,189.0,Apartment,1994,786000.0,Jan2015-Dec2016 (Registration),77.0,66,6,66 years 06 months,anomaly,
2015-06-01,YISHUN,EXECUTIVE,665,YISHUN AVE 4,04 TO 06,181.0,Apartment,1992,760000.0,Jan2015-Dec2016 (Registration),75.0,64,6,64 years 06 months,anomaly,
2015-06-01,TOA PAYOH,5 ROOM,35,LOR 5 TOA PAYOH,25 TO 27,117.0,Improved,1997,735000.0,Jan2015-Dec2016 (Registration),81.0,69,6,69 years 06 months,anomaly,
2015-06-01,TOA PAYOH,4 ROOM,145,LOR 2 TOA PAYOH,28 TO 30,91.0,Model A,2006,740000.0,Jan2015-Dec2016 (Registration),89.0,78,6,78 years 06 months,anomaly,
2015-06-01,SERANGOON,EXECUTIVE,417,SERANGOON CTRL,07 TO 09,146.0,Maisonette,1989,870000.0,Jan2015-Dec2016 (Registration),72.0,61,6,61 years 06 months,anomaly,
2015-06-01,SERANGOON,5 ROOM,258,SERANGOON CTRL DR,13 TO 15,115.0,Improved,1999,738000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,anomaly,
2015-06-01,TOA PAYOH,4 ROOM,79E,TOA PAYOH CTRL,25 TO 27,91.0,Model A,2009,726800.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,anomaly,
2015-06-01,BEDOK,EXECUTIVE,10E,BEDOK STH AVE 2,19 TO 21,142.0,Apartment,1993,850000.0,Jan2015-Dec2016 (Registration),76.0,65,6,65 years 06 months,anomaly,
2015-06-01,BEDOK,EXECUTIVE,104,LENGKONG TIGA,04 TO 06,146.0,Maisonette,1989,820000.0,Jan2015-Dec2016 (Registration),72.0,61,6,61 years 06 months,anomaly,
2015-06-01,BEDOK,EXECUTIVE,94C,BEDOK NTH AVE 4,04 TO 06,141.0,Apartment,1993,725000.0,Jan2015-Dec2016 (Registration),76.0,65,6,65 years 06 months,anomaly,
2015-06-01,BISHAN,MULTI-GENERATION,137,BISHAN ST 12,04 TO 06,147.0,Multi Generation,1987,805000.0,Jan2015-Dec2016 (Registration),71.0,59,6,59 years 06 months,anomaly,
2015-06-01,BISHAN,EXECUTIVE,186,BISHAN ST 13,04 TO 06,146.0,Maisonette,1987,918000.0,Jan2015-Dec2016 (Registration),71.0,59,6,59 years 06 months,anomaly,
2015-06-01,BISHAN,EXECUTIVE,245,BISHAN ST 22,07 TO 09,149.0,Maisonette,1992,870000.0,Jan2015-Dec2016 (Registration),76.0,64,6,64 years 06 months,anomaly,
2015-06-01,BISHAN,EXECUTIVE,261,BISHAN ST 22,07 TO 09,149.0,Maisonette,1992,868000.0,Jan2015-Dec2016 (Registration),76.0,64,6,64 years 06 months,anomaly,
2015-06-01,BISHAN,EXECUTIVE,231,BISHAN ST 23,04 TO 06,146.0,Maisonette,1992,860000.0,Jan2015-Dec2016 (Registration),75.0,64,6,64 years 06 months,anomaly,
2015-06-01,BISHAN,EXECUTIVE,257,BISHAN ST 22,07 TO 09,144.0,Apartment,1992,830000.0,Jan2015-Dec2016 (Registration),76.0,64,6,64 years 06 months,anomaly,
2015-06-01,BISHAN,EXECUTIVE,212,BISHAN ST 23,01 TO 03,147.0,Maisonette,1992,801800.0,Jan2015-Dec2016 (Registration),75.0,64,6,64 years 06 months,anomaly,
2015-06-01,BISHAN,5 ROOM,103,BISHAN ST 12,16 TO 18,121.0,Improved,1986,750000.0,Jan2015-Dec2016 (Registration),70.0,58,6,58 years 06 months,anomaly,
2015-06-01,BISHAN,5 ROOM,164,BISHAN ST 13,13 TO 15,121.0,Improved,1988,730000.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,anomaly,
2015-06-01,BUKIT BATOK,EXECUTIVE,289A,BT BATOK ST 25,10 TO 12,144.0,Apartment,1997,795000.0,Jan2015-Dec2016 (Registration),81.0,69,6,69 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,5 ROOM,25A,JLN MEMBINA,19 TO 21,110.0,Improved,2008,860000.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,5 ROOM,115,BT PURMEI RD,13 TO 15,157.0,Model A,1985,839000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,5 ROOM,87,REDHILL CL,10 TO 12,129.0,Improved,1995,838000.0,Jan2015-Dec2016 (Registration),78.0,67,6,67 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,5 ROOM,118B,JLN MEMBINA,16 TO 18,110.0,Improved,2003,820000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,5 ROOM,8,JLN RUMAH TINGGI,13 TO 15,136.0,Model A,1984,770000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,4 ROOM,54,HAVELOCK RD,22 TO 24,89.0,Model A,2013,760000.0,Jan2015-Dec2016 (Registration),96.0,85,6,85 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,4 ROOM,21,JLN MEMBINA,22 TO 24,90.0,Model A,2003,758000.0,Jan2015-Dec2016 (Registration),87.0,75,6,75 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,4 ROOM,21,JLN MEMBINA,25 TO 27,90.0,Model A,2003,752000.0,Jan2015-Dec2016 (Registration),87.0,75,6,75 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,4 ROOM,13,CANTONMENT CL,13 TO 15,90.0,Model A,2003,728000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,4 ROOM,27A,JLN MEMBINA,07 TO 09,85.0,Model A,2008,700000.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,4 ROOM,75,TELOK BLANGAH DR,13 TO 15,92.0,New Generation,1978,585000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,anomaly,
2015-06-01,BUKIT MERAH,3 ROOM,26C,JLN MEMBINA,10 TO 12,60.0,Model A,2009,500000.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,anomaly,
2015-06-01,ANG MO KIO,3 ROOM,308A,ANG MO KIO AVE 1,25 TO 27,70.0,Model A,2012,442888.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,anomaly,
2015-06-01,ANG MO KIO,EXECUTIVE,421,ANG MO KIO AVE 10,13 TO 15,176.0,Adjoined Flat,1979,843000.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,anomaly,
2015-06-01,ANG MO KIO,5 ROOM,700C,ANG MO KIO AVE 6,19 TO 21,111.0,Improved,2003,850000.0,Jan2015-Dec2016 (Registration),87.0,75,6,75 years 06 months,anomaly,
2015-06-01,ANG MO KIO,5 ROOM,596A,ANG MO KIO ST 52,07 TO 09,110.0,Improved,2002,760000.0,Jan2015-Dec2016 (Registration),86.0,74,6,74 years 06 months,anomaly,
2015-06-01,HOUGANG,4 ROOM,838,HOUGANG CTRL,13 TO 15,98.0,Model A,1997,553888.0,Jan2015-Dec2016 (Registration),80.0,69,6,69 years 06 months,anomaly,
2015-06-01,HOUGANG,EXECUTIVE,222,HOUGANG ST 21,07 TO 09,148.0,Maisonette,1992,830000.0,Jan2015-Dec2016 (Registration),76.0,64,6,64 years 06 months,anomaly,
2015-06-01,HOUGANG,EXECUTIVE,522,HOUGANG AVE 6,10 TO 12,145.0,Maisonette,1987,820000.0,Jan2015-Dec2016 (Registration),71.0,59,6,59 years 06 months,anomaly,
2015-06-01,HOUGANG,4 ROOM,536,HOUGANG ST 52,01 TO 03,110.0,Model A,1992,330000.0,Jan2015-Dec2016 (Registration),76.0,64,6,64 years 06 months,anomaly,
2015-06-01,HOUGANG,3 ROOM,619,HOUGANG AVE 8,10 TO 12,60.0,Improved,1985,323000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,anomaly,
2015-06-01,JURONG EAST,EXECUTIVE,286B,TOH GUAN RD,10 TO 12,144.0,Apartment,1998,805000.0,Jan2015-Dec2016 (Registration),82.0,70,6,70 years 06 months,anomaly,
2015-06-01,BUKIT TIMAH,5 ROOM,13,TOH YI DR,04 TO 06,128.0,Improved,1988,770000.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,3 ROOM,1,TG PAGAR PLAZA,22 TO 24,59.0,Improved,1977,460000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,3 ROOM,538,UPP CROSS ST,16 TO 18,60.0,Improved,1978,475000.0,Jan2015-Dec2016 (Registration),62.0,50,6,50 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,04 TO 06,94.0,Type S1,2011,650000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,5 ROOM,1C,CANTONMENT RD,31 TO 33,106.0,Type S2,2011,975000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,5 ROOM,1G,CANTONMENT RD,07 TO 09,107.0,Type S2,2011,910000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,40 TO 42,96.0,Type S1,2011,965000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,40 TO 42,96.0,Type S1,2011,960000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,46 TO 48,96.0,Type S1,2011,938000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,37 TO 39,93.0,Type S1,2011,885000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,19 TO 21,95.0,Type S1,2011,885000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,34 TO 36,93.0,Type S1,2011,872000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,40 TO 42,93.0,Type S1,2011,865000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,31 TO 33,94.0,Type S1,2011,860000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,25 TO 27,94.0,Type S1,2011,855000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,22 TO 24,93.0,Type S1,2011,842500.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-06-01,GEYLANG,3 ROOM,32,EUNOS CRES,13 TO 15,60.0,Model A,2007,450000.0,Jan2015-Dec2016 (Registration),90.0,79,6,79 years 06 months,anomaly,
2015-06-01,GEYLANG,EXECUTIVE,842,SIMS AVE,01 TO 03,147.0,Maisonette,1985,775000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,anomaly,
2015-06-01,GEYLANG,5 ROOM,60,DAKOTA CRES,01 TO 03,140.0,Model A-Maisonette,1983,838000.0,Jan2015-Dec2016 (Registration),67.0,55,6,55 years 06 months,anomaly,
2015-06-01,CLEMENTI,5 ROOM,355,CLEMENTI AVE 2,22 TO 24,117.0,Standard,1978,785000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,anomaly,
2015-07-01,QUEENSTOWN,5 ROOM,52,STRATHMORE AVE,10 TO 12,110.0,Improved,2006,865000.0,Jan2015-Dec2016 (Registration),90.0,78,6,78 years 06 months,anomaly,
2015-07-01,QUEENSTOWN,5 ROOM,28D,DOVER CRES,04 TO 06,124.0,Improved,2012,850000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,anomaly,
2015-07-01,QUEENSTOWN,5 ROOM,12,DOVER CL EAST,19 TO 21,114.0,Standard,1978,838000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,anomaly,
2015-07-01,QUEENSTOWN,5 ROOM,3,HOLLAND CL,04 TO 06,124.0,Improved,1998,815000.0,Jan2015-Dec2016 (Registration),82.0,70,6,70 years 06 months,anomaly,
2015-07-01,QUEENSTOWN,5 ROOM,6,HOLLAND CL,10 TO 12,130.0,Adjoined Flat,1974,800000.0,Jan2015-Dec2016 (Registration),57.0,46,6,46 years 06 months,anomaly,
2015-07-01,QUEENSTOWN,5 ROOM,26,DOVER CRES,19 TO 21,123.0,Standard,1978,765000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,anomaly,
2015-07-01,QUEENSTOWN,4 ROOM,28B,DOVER CRES,22 TO 24,88.0,Model A,2012,738888.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,anomaly,
2015-07-01,KALLANG/WHAMPOA,5 ROOM,11,JLN BATU,07 TO 09,131.0,Improved,1986,750000.0,Jan2015-Dec2016 (Registration),69.0,58,6,58 years 06 months,anomaly,
2015-07-01,KALLANG/WHAMPOA,5 ROOM,14,UPP BOON KENG RD,13 TO 15,123.0,Improved,1999,756000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,anomaly,
2015-07-01,KALLANG/WHAMPOA,5 ROOM,38A,BENDEMEER RD,25 TO 27,115.0,Improved,2012,875000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,anomaly,
2015-07-01,MARINE PARADE,5 ROOM,73,MARINE DR,25 TO 27,120.0,Standard,1977,909000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,anomaly,
2015-07-01,KALLANG/WHAMPOA,5 ROOM,3A,UPP BOON KENG RD,04 TO 06,110.0,Improved,2006,760000.0,Jan2015-Dec2016 (Registration),90.0,78,6,78 years 06 months,anomaly,
2015-07-01,MARINE PARADE,5 ROOM,79,MARINE DR,13 TO 15,120.0,Standard,1977,885000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,anomaly,
2015-07-01,MARINE PARADE,5 ROOM,29,MARINE CRES,16 TO 18,120.0,Standard,1975,740000.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,anomaly,
2015-07-01,MARINE PARADE,5 ROOM,78,MARINE DR,07 TO 09,120.0,Standard,1977,875000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,anomaly,
2015-07-01,WOODLANDS,EXECUTIVE,331,WOODLANDS AVE 1,07 TO 09,189.0,Apartment,1994,760000.0,Jan2015-Dec2016 (Registration),77.0,66,6,66 years 06 months,anomaly,
2015-07-01,WOODLANDS,EXECUTIVE,419,WOODLANDS ST 41,07 TO 09,177.0,Apartment,1995,750000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,anomaly,
2015-07-01,SERANGOON,EXECUTIVE,125,SERANGOON NTH AVE 1,10 TO 12,150.0,Maisonette,1986,726000.0,Jan2015-Dec2016 (Registration),69.0,58,6,58 years 06 months,anomaly,
2015-07-01,SERANGOON,5 ROOM,255,SERANGOON CTRL DR,01 TO 03,115.0,Improved,1999,730000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,anomaly,
2015-07-01,TOA PAYOH,5 ROOM,82B,LOR 4 TOA PAYOH,04 TO 06,121.0,Improved,1996,765000.0,Jan2015-Dec2016 (Registration),80.0,68,6,68 years 06 months,anomaly,
2015-07-01,TOA PAYOH,4 ROOM,79E,TOA PAYOH CTRL,40 TO 42,75.0,Model A,2009,700000.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,anomaly,
2015-07-01,TAMPINES,EXECUTIVE,856C,TAMPINES ST 82,10 TO 12,148.0,Maisonette,1995,790000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,anomaly,
2015-07-01,TAMPINES,EXECUTIVE,944,TAMPINES AVE 5,07 TO 09,142.0,Apartment,1989,740000.0,Jan2015-Dec2016 (Registration),72.0,61,6,61 years 06 months,anomaly,
2015-07-01,TAMPINES,5 ROOM,518C,TAMPINES CTRL 7,16 TO 18,108.0,Dbss,2008,725888.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,anomaly,
2015-07-01,BISHAN,3 ROOM,188,BISHAN ST 13,10 TO 12,64.0,Simplified,1988,435000.0,Jan2015-Dec2016 (Registration),71.0,60,6,60 years 06 months,anomaly,
2015-07-01,BEDOK,EXECUTIVE,629,BEDOK RESERVOIR RD,10 TO 12,172.0,Apartment,1993,763000.0,Jan2015-Dec2016 (Registration),76.0,65,6,65 years 06 months,anomaly,
2015-07-01,BEDOK,EXECUTIVE,10D,BEDOK STH AVE 2,10 TO 12,143.0,Apartment,1995,725000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,anomaly,
2015-07-01,BISHAN,EXECUTIVE,245,BISHAN ST 22,07 TO 09,154.0,Maisonette,1992,940000.0,Jan2015-Dec2016 (Registration),76.0,64,6,64 years 06 months,anomaly,
2015-07-01,BISHAN,EXECUTIVE,301,SHUNFU RD,01 TO 03,146.0,Maisonette,1985,770000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,anomaly,
2015-07-01,BISHAN,5 ROOM,291,BISHAN ST 24,16 TO 18,123.0,Premium Apartment,1998,800000.0,Jan2015-Dec2016 (Registration),81.0,70,6,70 years 06 months,anomaly,
2015-07-01,BISHAN,5 ROOM,161,BISHAN ST 13,10 TO 12,131.0,Improved,1988,740000.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,anomaly,
2015-07-01,BUKIT MERAH,5 ROOM,122,KIM TIAN RD,16 TO 18,126.0,Improved,1995,920000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,anomaly,
2015-07-01,BUKIT MERAH,5 ROOM,77A,REDHILL RD,28 TO 30,115.0,Improved,2005,918000.0,Jan2015-Dec2016 (Registration),89.0,77,6,77 years 06 months,anomaly,
2015-07-01,BUKIT MERAH,5 ROOM,74A,REDHILL RD,25 TO 27,115.0,Improved,2005,900000.0,Jan2015-Dec2016 (Registration),89.0,77,6,77 years 06 months,anomaly,
2015-07-01,BUKIT MERAH,5 ROOM,74A,REDHILL RD,22 TO 24,115.0,Improved,2005,890000.0,Jan2015-Dec2016 (Registration),89.0,77,6,77 years 06 months,anomaly,
2015-07-01,BUKIT MERAH,5 ROOM,83,REDHILL LANE,19 TO 21,123.0,Improved,1996,888000.0,Jan2015-Dec2016 (Registration),80.0,68,6,68 years 06 months,anomaly,
2015-07-01,BUKIT MERAH,5 ROOM,4B,BOON TIONG RD,16 TO 18,115.0,Improved,2005,870000.0,Jan2015-Dec2016 (Registration),89.0,77,6,77 years 06 months,anomaly,
2015-07-01,BUKIT MERAH,5 ROOM,126,BT MERAH VIEW,19 TO 21,128.0,Improved,1996,840000.0,Jan2015-Dec2016 (Registration),80.0,68,6,68 years 06 months,anomaly,
2015-07-01,BUKIT MERAH,5 ROOM,119B,KIM TIAN RD,22 TO 24,110.0,Improved,2002,792000.0,Jan2015-Dec2016 (Registration),86.0,74,6,74 years 06 months,anomaly,
2015-07-01,BUKIT MERAH,5 ROOM,84,TELOK BLANGAH HTS,13 TO 15,118.0,Improved,1997,740000.0,Jan2015-Dec2016 (Registration),81.0,69,6,69 years 06 months,anomaly,
2015-07-01,BUKIT MERAH,4 ROOM,56,HAVELOCK RD,19 TO 21,94.0,Model A,2013,765000.0,Jan2015-Dec2016 (Registration),96.0,85,6,85 years 06 months,anomaly,
2015-07-01,ANG MO KIO,3 ROOM,308B,ANG MO KIO AVE 1,28 TO 30,70.0,Model A,2012,488000.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,anomaly,
2015-07-01,ANG MO KIO,3 ROOM,308A,ANG MO KIO AVE 1,28 TO 30,70.0,Model A,2012,480000.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,anomaly,
2015-07-01,ANG MO KIO,3 ROOM,310C,ANG MO KIO AVE 1,10 TO 12,70.0,Model A,2012,430000.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,anomaly,
2015-07-01,BEDOK,3 ROOM,221C,BEDOK CTRL,04 TO 06,69.0,Model A,2010,450000.0,Jan2015-Dec2016 (Registration),93.0,82,6,82 years 06 months,anomaly,
2015-07-01,BEDOK,4 ROOM,221C,BEDOK CTRL,13 TO 15,94.0,Model A,2010,681168.0,Jan2015-Dec2016 (Registration),93.0,82,6,82 years 06 months,anomaly,
